,names,stars,food_scores,overrate_scores,price_scores,service_scores
0,--GM_ORV2cYS-h38DSaCLw,3.5,0.5759284646061815,0.5484274481772694,0.43274853801169594,0.7279064272211719
1,-2dlgoN1ass-zmrE5rqHGw,2.0,0.535923479561316,0.5582558970693352,0.3991228070175439,0.7315689981096408
2,-40RDS4F54qiGiEQUsZaXA,3.5,0.5708499501495513,0.5164403145103645,0.3991228070175439,0.7315689981096408
3,-7PX_FOoCwktlunImRyZdg,4.5,0.6627617148554336,0.4209256611865617,0.2930242272347536,0.594163516068053
4,-8ILwSisSrTzcyy_Z0o9oA,3.5,0.4423292622133599,0.4137776983559685,0.43065998329156224,0.5876654064272211
5,-HLGtKB3XtyawZAuvNoQjQ,3.0,0.587269441674975,0.5478020014295926,0.3738512949039265,0.7315689981096408
6,-LiVt5oFhC-AA4nCH77DjQ,4.5,0.5935319042871385,0.5409220872051465,0.46637426900584794,0.7315689981096408
7,-Lovf0jkQtvb6Y_WjDn-sw,3.5,0.5269503988035892,0.578180843459614,0.3673767752715121,0.7295014177693762
8,-O7uy8mcz1UEO-D604dRPw,4.0,0.6631979062811565,0.6935310936383131,0.3991228070175439,0.7315689981096408
9,-OHcd6mJL90wiQYE1e3gGg,4.5,0.582190927218345,0.5484274481772694,0.3991228070175439,0.7315689981096408
10,-RQCdTsH5rkG702auLcEqA,3.5,0.5484795613160518,0.5879199428162972,0.2428989139515455,0.7104796786389413
11,-Rsv3qjpn46VK3pBiJxPxg,3.5,0.5343033399800599,0.36686919228020004,0.3512949039264829,0.7817225897920606
12,-S_Ln95liXJAccWi7ItUGw,3.0,0.5912886340977068,0.5484274481772694,0.3991228070175439,0.7496455576559546
13,-Seesl064xCp_FRlG35dbQ,4.0,0.5593843469591226,0.529664045746962,0.3337510442773601,0.6430765595463138
14,-WCGJuDoq4yAm58DQpl14Q,3.5,0.5364219840478565,0.5741601143674052,0.35484544695071013,0.7315689981096408
15,-ZaQKvtRGQA-4FoUE_1s4w,4.0,0.5897308075772681,0.5224267333809863,0.3991228070175439,0.7036862003780718
16,-fTO9qRo70bblJmbNxOnag,3.5,0.5749937686939182,0.5885453895639742,0.43274853801169594,0.7609286389413988
17,-j0CbYvlwuJ3Tfx__X38gA,4.5,0.6560007477567298,0.7044317369549677,0.43462823725981625,0.6851370510396976
18,-sCaUNqEfFOYwtu8WCw5Wg,3.5,0.6820164506480557,0.6108827734095783,0.5010442773600668,0.877835538752363
19,-wn8LcDQGOuMzU4RAC4VxQ,3.5,0.5645251744765704,0.5525375268048606,0.36716791979949875,0.7315689981096408
20,09E4gjiUN_nSqaTprCLD9A,3.5,0.5437437686939182,0.5011615439599714,0.4197994987468671,0.7393076559546314
21,0EyRe-VkW8gYxxZ7NCQXeQ,4.5,0.5932514955134596,0.5628127233738384,0.5,0.7285562381852552
22,0FSH-6mRF7DKjeI98snxrA,3.5,0.553277666999003,0.5663867047891351,0.3991228070175439,0.7186909262759924
23,0PtNw7RgF4JFcPyP-LqZ_Q,3.5,0.5853688933200398,0.6328627591136525,0.3991228070175439,0.775578922495274
24,0Z4__YJxeGnYcbx05Mfw_w,2.5,0.582190927218345,0.5484274481772694,0.3991228070175439,0.7315689981096408
25,0aC1_rN0scdHkAy_dDSMWA,2.0,0.5230246759720837,0.5108112937812723,0.44883040935672514,0.7315689981096408
26,0ajTatYvxoFd7-C22r6L4w,2.5,0.5908212861415753,0.5484274481772694,0.3991228070175439,0.7315689981096408
27,0fkjHTNaMCT4FjZqaa4euA,3.0,0.5630608175473579,0.5991779842744818,0.3680033416875522,0.7612240075614367
28,0tn7GWwao_BhZJeTWkwcQA,3.5,0.5303776171485544,0.5454789135096497,0.48245614035087725,0.7360586011342155
29,0v7DIprUj2KASqg5PwqhUg,3.5,0.5987973579262214,0.5628127233738384,0.3991228070175439,0.7315689981096408
30,0vAHRd4Xlsdx3fHV8JCRBQ,3.5,0.6295488534396809,0.5857755539671193,0.44883040935672514,0.6731450850661626
31,1Bc4KYox4Fux-aLV4OfFnA,4.5,0.8591724825523428,0.8266619013581129,0.5,0.7177457466918714
32,1FodVSAxoKqEKYQc3QHgvg,3.5,0.6520750249252243,0.5515546819156539,0.3836675020885547,0.7505907372400755
33,1FqQ0L--8sviAKNR97K5UA,3.5,0.6099202392821534,0.5973016440314509,0.4843358395989975,0.7088846880907372
34,1SJk2iDxDNLaCWXC-S-GPA,3.5,0.5872071286141575,0.5285025017869907,0.3991228070175439,0.7315689981096408
35,1hqOjPxgH8IXE4bNq6DFiw,3.5,0.8025922233300098,0.5436919228020014,0.6808688387635756,0.7359995274102079
36,1m4zUU1cioq1tKLiLvlDgA,3.5,0.5921610169491525,0.4958005718370264,0.43274853801169594,0.7410798676748582
37,1mOL0ZVy622lo7hc0f1vXQ,4.0,0.6138148055832502,0.6350071479628306,0.4340016708437761,0.7461602079395084
38,1n8bvxpBoUOAJsC5csuV3Q,4.5,0.5648678963110667,0.5141172265904217,0.3991228070175439,0.7410798676748582
39,1nlWzyHiSXXFVC0ISKjryw,4.0,0.5949651046859422,0.5507505360972123,0.44883040935672514,0.7563799621928167
40,1qYCUtw6_ehv7u_FxiE8IA,4.5,0.6889643569292123,0.6634203002144389,0.4619883040935673,0.7123109640831758
41,1sZRrH4lZwUzeCJabZEBQQ,4.0,0.5928464606181455,0.5926554681915653,0.41269841269841273,0.7398393194706995
42,1uH4zHOUSzaWFzWqsVsQlQ,3.0,0.5951208873379861,0.48481057898498925,0.47034252297410195,0.7379489603024575
43,1zl7-8t8jQ4NX29qRp8soA,4.0,0.6094840478564307,0.5041994281629735,0.3991228070175439,0.7315689981096408
44,21HC9HeDaWy3vBHb9AaGGA,4.5,0.7171921734795613,0.6401894210150106,0.3991228070175439,0.7224716446124763
45,26gv3c-XzkuC6oKW7YNpdg,3.0,0.5668307577268196,0.5484274481772694,0.30680868838763575,0.7315689981096408
46,27m3lsK3LpZm5XeGM4oVNw,4.0,0.4985044865403789,0.5567369549678342,0.36716791979949875,0.7097707939508506
47,2A9gJkmWbBVoh6kK0jDlxA,4.0,0.5921610169491525,0.5789849892780556,0.3991228070175439,0.7410798676748582
48,2Ezp_HYCIVE-h7hpBBvtxw,4.5,0.557265702891326,0.5066118656182987,0.3991228070175439,0.7560255198487712
49,2LVuwl-eH-8PYikyFmqcTQ,2.5,0.43048978065802584,0.559506790564689,0.4007936507936508,0.657726843100189
50,2PBPh8LTwt_mXP0GUYa9NQ,4.0,0.6208250249252243,0.574964260185847,0.3512949039264829,0.7248345935727788
51,2RUfgq0oH5QOYENT6xzO4A,4.0,0.6166812063808573,0.7244460328806289,0.4340016708437761,0.7729796786389413
52,2To5KDQepjSUpdA5oPPRog,4.0,0.6008536889332003,0.5763938527519656,0.3991228070175439,0.7591564272211719
53,2UCXCbv7qaO3d8FfQd4Ing,3.0,0.24102691924227332,0.5895282344531807,0.3563074352548037,0.6798794896030246
54,2VnPnlU4pH-3TyFf436Wzg,3.5,0.6168058325024925,0.5204610436025732,0.3991228070175439,0.7315689981096408
55,2X3gsHAStlvhAQDOvOxEoQ,2.5,0.5683574277168494,0.4473731236597569,0.3991228070175439,0.6995510396975425
56,2Z6-egGY-_W_-GLy3df7-w,3.0,0.5159521435692921,0.5484274481772694,0.3991228070175439,0.7315689981096408
57,2aWEAcLZyKJPvpGAOCnVaA,4.5,0.6056206380857427,0.5633488205861329,0.3991228070175439,0.7379489603024575
58,2d9yZ11uVa83OEQWxe4vlQ,4.5,0.6596460618145563,0.6125804145818442,0.48245614035087725,0.7205222117202268
59,2v3uI97JPebCDaTNy8jdwg,4.0,0.6375560817547358,0.5721050750536097,0.43671679197994984,0.7461602079395084
60,2wCzZUwcqRRBrAtBBYxnog,4.5,0.6875623130608175,0.5868477483917083,0.4237677527151211,0.7963728733459358
61,2wU2cdWiKegJujTliMJx0w,3.5,0.5824713359920238,0.5682630450321657,0.5252715121136174,0.7569706994328922
62,30uxz3C85N_QnpDoyz0ytw,4.0,0.6159646061814557,0.6359006433166547,0.44883040935672514,0.765477315689981
63,38aN0fB_zHtkw1kb3lSj8g,4.0,0.6975947158524427,0.83506075768406,0.5277777777777778,0.8469990548204158
64,3Cbl3_Lm1ahwxbBvq--rFg,3.0,0.6112911266201395,0.5484274481772694,0.3991228070175439,0.7560255198487712
65,3DQKaQN2wjWTWUN0EBwkzw,5.0,0.6164942671984047,0.6259828448892066,0.3991228070175439,0.7237121928166351
66,3F3At4YBSHEnG7uMinQPnQ,2.5,0.5312811565304087,0.5374374553252322,0.3991228070175439,0.6635751417769377
67,3R28YY7Jw_EJs0-X8qDArw,4.0,0.6432577268195413,0.48999285203716936,0.3991228070175439,0.7502362948960302
68,3RWJGTSIRvGmIbwvMqAOuw,3.5,0.5432141076769691,0.5391350964974981,0.36716791979949875,0.6710184310018903
69,3Sm8GncbpIwnCE2M55TIbA,4.5,0.5877991026919243,0.5484274481772694,0.3991228070175439,0.7422022684310018
70,3fRRzgNdmGS4F7FiSBtRKw,3.0,0.5874563808574277,0.5484274481772694,0.3991228070175439,0.7404891304347826
71,3fx50m708Tl3xJmSoDpRWQ,4.0,0.5612848953140578,0.5358291636883488,0.38972431077694236,0.7315689981096408
72,3gkqdLgL1Ca0hy1YRsA2Gw,4.0,0.5870201894317049,0.6357219442458898,0.5012531328320802,0.8189390359168243
73,3nDxqHvf7L5AdEAAeMaQAg,2.0,0.4897183449651047,0.481325947105075,0.36967418546365916,0.6392367674858224
74,3nmHVtQbqFccjr-nBholOA,4.5,0.6069915254237288,0.2950321658327376,0.49248120300751885,0.801039697542533
75,3ukqpcOyqv-KYLULRtEYEw,3.0,0.5797295613160518,0.5484274481772694,0.35484544695071013,0.722530718336484
76,3v8vcGGeJRZXTGxpeyq0gA,3.5,0.6292061316051843,0.565939957112223,0.3991228070175439,0.7410798676748582
77,41LxL4cESUpvenFmcdwm0w,4.0,0.5285393818544367,0.5915832737669763,0.42167919799498743,0.7315689981096408
78,41f1utKc483Fw4mP4AFfJA,3.0,0.6407028913260219,0.5445854181558255,0.4676274018379281,0.7180411153119093
79,45wDLpgW2BFrCRqlf19Efg,4.0,0.5923167996011964,0.5874731951393851,0.36716791979949875,0.7315689981096408
80,48jrpdXh98gzP5CxPwQyvw,3.5,0.6659085244267198,0.5559328091493924,0.33667502088554724,0.8124409262759923
81,497iuIdzSZqEVZ_iTnp-Jg,4.5,0.7891014456630109,0.5796104360257326,0.6472431077694235,0.7939508506616257
82,4DQ4lTgPz1oaaPLxRtkFQQ,4.0,0.6084870388833499,0.5768406004288777,0.43065998329156224,0.7410798676748582
83,4GUXkFjJL5SEZK-qtDZSKA,4.0,0.6213546859421735,0.5675482487491065,0.40246449456975775,0.7295604914933838
