,names,stars,food_scores,overrate_scores,price_scores,service_scores
0,-7H-oXvCxJzuT42ky6Db0g,3.5,0.5032780266471844,0.4863140563902036,0.5822027134876296,0.44872795380053054
1,-BuZrOMqgO4OU_UKYSddAg,3.0,0.916001768788572,0.8074363723674282,0.7661612130885874,0.9345507517819052
2,-DUQQsE2QvFIuqO5EiChQA,4.5,0.9152135043162286,0.9082115661658778,0.689146049481245,0.9538525570990063
3,-FcuxZqsQ0FO35GEXExwjw,3.5,0.9163093841924134,0.8881114083830692,0.7661612130885874,0.9599396493418657
4,-HgbBv9Yjqv735F9fwCZNg,2.5,0.7966854440236094,0.8499691294505043,0.6983240223463687,0.7790957806565736
5,-JjKeyuY8h2gbV1FcpiYcQ,3.0,0.9223271105300598,0.8990190025382452,0.8427773343974461,0.9213880651370896
6,-SChP5zffbKeXWsJ6Rz5ig,4.5,0.9035241189702574,0.9327708033202992,0.689146049481245,0.9211279329899589
7,-SX8276QNjtSMu3ZIIcpLA,4.5,0.9175590717705189,0.8964121561363793,0.7661612130885874,0.9598876229124395
8,-SYMuJ9jfIMkXUMYl_RFfw,4.0,0.9121565762405552,0.8717843177608562,0.6735833998403831,0.9392851568596847
9,-WVF5DKZeEWlMK8Cucto-A,3.5,0.8694364870320881,0.7733415654798655,0.5039904229848364,0.8873627802923885
10,-d8gt_XhhUQh2CxlWJe-xw,4.0,0.8511910483917482,0.8364546888934622,0.7094972067039106,0.8825763487851828
11,-gP02HuP8GyZHa4R3omLAg,3.5,0.9142137542537442,0.8891404266995953,0.6444533120510774,0.9598876229124395
12,-i3pCgQi_Y9NiSSWs6G7bw,4.0,0.8304654605579374,0.7342388694518762,0.5706304868316041,0.9175901357889806
13,-kmPZ1i8fJBCAlVcTWqAeA,4.0,0.8608232557245303,0.842217191466008,0.7661612130885874,0.937308152541491
14,-wXyBph4d0IQlQrS8H1rDw,3.5,0.8538634572126199,0.9129450504218974,0.7661612130885874,0.9218042765724989
15,-zu_7iWh5CnV9kEQyCDAQQ,3.0,0.8651490973410493,0.8845441448857789,0.7661612130885874,0.9228448051610217
16,0-kqF27U3eBsSDtlm986Ww,4.0,0.909368811643243,0.9084859710502847,0.7661612130885874,0.9442796940845949
17,00pYR20Rbt8c1r86UNlBJg,4.0,0.9118874127621941,0.8692460725800919,0.8427773343974461,0.949950574892045
18,04kZ5CSh6oKhI5huU5bLdg,3.0,0.7892449964431968,0.6596007408931879,0.4457302474062251,0.7091722595078299
19,05eAmJ5grMsan3oEHmutmQ,4.0,0.9149827927633476,0.9108184125677438,0.7661612130885874,0.9598876229124395
20,0DnaXWgViDVmll2w1g3Kig,2.5,0.9218272354988175,0.9084859710502847,0.7661612130885874,0.9598876229124395
21,0EcCWB9_VxTOoAh_1Wr_RQ,3.0,0.8361178936035222,0.8151197091308224,0.7126895450917797,0.8869985952864055
